NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	C1QC	110	4.665114402770996	0.070735544	Yes	
row_1	HLA-DRB1	276	3.3558928966522217	0.12001781	Yes	
row_2	C1R	332	3.082113742828369	0.16708058	Yes	
row_3	HLA-DPA1	359	2.9972243309020996	0.21335988	Yes	
row_4	HLA-DPB1	366	2.9715375900268555	0.25961152	Yes	
row_5	C1QA	368	2.9653360843658447	0.30585968	Yes	
row_6	C1S	391	2.899733543395996	0.3506925	Yes	
row_7	C1QB	432	2.805177688598633	0.39371422	Yes	
row_8	HLA-DRB5	486	2.671581506729126	0.43440893	Yes	
row_9	HLA-DRA	561	2.526214361190796	0.4724438	Yes	
row_10	C4A	604	2.448057174682617	0.5098562	Yes	
row_11	HLA-DQA1	613	2.427675247192383	0.5475849	Yes	
row_12	HLA-DMA	833	2.0303921699523926	0.5751785	Yes	
row_13	HLA-DMB	882	1.9655237197875977	0.60495025	Yes	
row_14	GRIN2A	908	1.9308981895446777	0.6346108	Yes	
row_15	IL10	980	1.8516100645065308	0.6621761	Yes	
row_16	HLA-DQB1	1046	1.7940911054611206	0.6889558	Yes	
row_17	ACTN1	1360	1.5066636800765991	0.70662427	Yes	
row_18	HLA-DOA	1381	1.49512779712677	0.729579	Yes	
row_19	FCGR1A	1833	1.2329210042953491	0.7404018	Yes	
row_20	C9	1860	1.2163656949996948	0.75889516	Yes	
row_21	CTSG	2069	1.1155933141708374	0.7724208	Yes	
row_22	ELANE	2088	1.1033756732940674	0.7893005	Yes	
row_23	C6	2979	0.7966183423995972	0.7851259	Yes	
row_24	ACTN2	3106	0.7678235769271851	0.7947553	Yes	
row_25	HLA-DQA2	3724	0.6521642208099365	0.79341996	Yes	
row_26	ACTN3	4423	0.5364170670509338	0.7887675	Yes	
row_27	SNRPB	4640	0.5081077218055725	0.7926656	Yes	
row_28	CD40LG	4790	0.4925290048122406	0.7975706	Yes	
row_29	FCGR3A	5273	0.43576690554618835	0.79537743	Yes	
row_30	FCGR3B	5375	0.4244859516620636	0.80011624	Yes	
row_31	TRIM21	5756	0.3886829614639282	0.7990914	No	
row_32	CD86	6252	0.34485819935798645	0.79523736	No	
row_33	CD28	6530	0.3225412964820862	0.7951021	No	
row_34	C2	7592	0.25439074635505676	0.7792772	No	
row_35	FCGR2B	10333	0.15757013857364655	0.7306182	No	
row_36	TNF	10460	0.15049873292446136	0.73061574	No	
row_37	C3	10520	0.14757296442985535	0.73181754	No	
row_38	HLA-DOB	10989	0.12447182834148407	0.7250286	No	
row_39	IFNG	12176	0.07134091854095459	0.7040157	No	
row_40	ACTN4	13286	0.046193137764930725	0.68404686	No	
row_41	C7	14602	0.0	0.6595142	No	
row_42	C4B	18314	0.0	0.59028167	No	
row_43	FCGR2C	22353	0.0	0.51494867	No	
row_44	FCGR2A	29777	-0.00621570460498333	0.376562	No	
row_45	C8A	30263	-0.007822313345968723	0.36763588	No	
row_46	C8B	32016	-0.007822849787771702	0.3350726	No	
row_47	SNRPD3	34611	-0.09309384971857071	0.2881314	No	
row_48	SNRPD1	36854	-0.16832931339740753	0.24893095	No	
row_49	SSB	43578	-0.41889673471450806	0.13004237	No	
row_50	CD80	45841	-0.5497753024101257	0.096420355	No	
row_51	C5	46366	-0.5899184942245483	0.095848836	No	
row_52	CD40	47881	-0.7123961448669434	0.078718826	No	
row_53	GRIN2B	48206	-0.7419119477272034	0.084249996	No	
row_54	C8G	51086	-1.1156290769577026	0.047945976	No	
